Datetime,PM_64,AOD_64,Temp_64,Humi_64,PM_52,AOD_52,Temp_52,Humi_52,PM_74,AOD_74,Temp_74,Humi_74,PM_64_r1,AOD_64_r1,Temp_64_r1,Humi_64_r1
2013-06-20,10.66666667,0.175906588,69.416667,74.291667,10.625,0.121478687,67.291667,69.416667,13.33333333,0.208419306,78.166667,33.125,10.66666667,0.175906588,69.416667,74.291667
2013-06-21,10.45833333,0.175906588,70.75,73.208333,11.70833333,0.047080149,68.875,66.458333,11.08333333,0.208419306,79.375,29.173913,10.45833333,0.175906588,70.75,73.208333
2013-06-22,8.458333333,0.069058304,71.208333,71,10.625,0.100339085,72.291667,59.791667,13.125,0.208419306,80.583333,25,8.458333333,0.069058304,71.208333,71
2013-06-23,7.166666667,0.100821555,71.833333,69.5,10.25,0.110576758,72.291667,62.25,10.95833333,0.208419306,80.416667,23.875,7.166666667,0.100821555,71.833333,69.5
2013-06-24,9.166666667,0.106795331,72.333333,60.125,13.70833333,0.107004055,75.333333,51.333333,10.16666667,0.047753201,81.166667,27.958333,9.166666667,0.106795331,72.333333,60.125
2013-06-25,8.5,0.058836153,73.666667,60.875,10.08333333,0.036390317,74.833333,50.916667,8.666666667,0.208419306,81.666667,31.75,8.5,0.058836153,73.666667,60.875
2013-06-26,5.541666667,0.175906588,76.375,64.916667,8.666666667,0.120509394,71.625,59.291667,6.25,0.208419306,80.166667,36.125,5.541666667,0.175906588,76.375,64.916667
2013-06-27,7.708333333,0.090459997,79.458333,75.375,9.583333333,0.099371046,69.208333,70.041667,9.363636364,0.364324708,87.416667,36.416667,7.708333333,0.090459997,79.458333,75.375
2013-06-28,5.608695652,0.175906588,77.416667,74.5,7.913043478,0.068677939,69.125,66.833333,9.5,0.208419306,85.125,32.521739,5.608695652,0.175906588,77.416667,74.5
2013-06-29,3.166666667,0.062259027,79.541667,74.555556,9.541666667,0.064429944,72.5,54.541667,11.29166667,0.115917765,81.5,32,3.166666667,0.062259027,79.541667,74.555556
2013-06-30,4.083333333,0.175906588,77.625,40.833333,5.5,0.121478687,73.958333,46.75,10.91666667,0.208419306,79.25,25.166667,4.083333333,0.175906588,77.625,40.833333
2013-07-01,8.291666667,0.175906588,68.375,49.458333,7.130434783,0.121478687,72.875,45.583333,12.20833333,0.208419306,76.333333,29.25,8.291666667,0.175906588,68.375,49.458333
2013-07-02,9.791666667,0.175906588,67.625,50.958333,8.333333333,0.121478687,72.083333,49.458333,11.125,0.208419306,78.166667,29.666667,9.791666667,0.175906588,67.625,50.958333
2013-07-03,7.833333333,0.062854378,68.375,44.333333,8.75,0.06005406,73.166667,41.958333,7.333333333,0.208419306,76.458333,29.208333,7.833333333,0.062854378,68.375,44.333333
2013-07-04,6.875,0.198457957,69.208333,36.666667,7.583333333,0.104125552,75.791667,36.541667,7.083333333,0.072068701,76.833333,31.291667,6.875,0.198457957,69.208333,36.666667
2013-07-05,7,0.235255225,71.875,44.583333,6.875,0.192031153,79.583333,42.208333,10.70833333,0.175777993,79.625,37.26087,7,0.235255225,71.875,44.583333
2013-07-06,6.583333333,0.175906588,71.916667,48.666667,6,0.121478687,79.166667,46,8.875,0.208419306,80.166667,35.875,6.583333333,0.175906588,71.916667,48.666667
2013-07-07,7.125,0.113184898,71.458333,40.625,5.75,0.121478687,81.541667,41.875,10.58333333,0.208419306,80.5,35.833333,7.125,0.113184898,71.458333,40.625
2013-07-08,10.25,0.234481828,73.708333,40.5,6.913043478,0.120707263,82.541667,48.916667,11.45833333,0.208419306,80.791667,35.5,10.25,0.234481828,73.708333,40.5
2013-07-09,9.375,0.234923912,74.458333,56.375,9.086956522,0.166306045,80.5,61.833333,12.58333333,0.208419306,83.958333,33.541667,9.375,0.234923912,74.458333,56.375
