Datetime,PM_44,AOD_44,Temp_44,Humi_44,PM_39,AOD_39,Temp_39,Humi_39,PM_53,AOD_53,Temp_53,Humi_53,PM_30,AOD_30,Temp_30,Humi_30,PM_44_r1,AOD_44_r1,Temp_44_r1,Humi_44_r1,PM_44_r2,AOD_44_r2,Temp_44_r2,Humi_44_r2
2013-05-06,6.666666667,0.060054058,88.458333,35.958333,7.791666667,0.131475735,88.25,54.5,14.70833333,0.244966394,87.458333,35.958333,6.043478261,0.077689201,87.333333,44.208333,6.666666667,0.060054058,88.458333,35.958333,6.666666667,0.060054058,88.458333,35.958333
2013-05-07,3.434782609,0.077207734,91.208333,32.625,4.086956522,0.191383099,91.416667,48.333333,13.875,0.244966394,90.083333,32.625,8.375,0.081906175,89.583333,37.208333,3.434782609,0.077207734,91.208333,32.625,3.434782609,0.077207734,91.208333,32.625
2013-05-08,5.416666667,0.262292847,90.125,30.5,4.25,0.368770224,90.958333,45.791667,15.125,0.244966394,90.791667,30.5,8.75,0.294114713,88.916667,38.458333,5.416666667,0.262292847,90.125,30.5,5.416666667,0.262292847,90.125,30.5
2013-05-09,3.227272727,0.364288326,90.875,31.125,5.608695652,0.967415885,90.125,47.458333,15.75,0.579669991,90,31.125,8.875,0.790684908,88.333333,40.458333,3.227272727,0.364288326,90.875,31.125,3.227272727,0.364288326,90.875,31.125
2013-05-10,9.75,0.153437281,88.416667,32.166667,9.666666667,0.26627757,91.666667,42.583333,19,0.244966394,90.25,32.166667,12.125,0.579595909,90,40.458333,9.75,0.153437281,88.416667,32.166667,9.75,0.153437281,88.416667,32.166667
2013-05-11,8.958333333,0.488801501,88.625,36.291667,8.782608696,0.191383099,88.608696,50,18.08695652,0.414030031,88.5,36.291667,11.34782609,0.444921254,86.666667,45.583333,8.958333333,0.488801501,88.625,36.291667,8.958333333,0.488801501,88.625,36.291667
2013-05-12,10.79166667,0.358990737,89.833333,36.791667,9.333333333,0.44660896,92.458333,49.541667,21.83333333,0.339567746,90.458333,36.791667,13.41666667,0.388180866,90.791667,40.916667,10.79166667,0.358990737,89.833333,36.791667,10.79166667,0.358990737,89.833333,36.791667
2013-05-13,15,0.137416106,79.916667,27.833333,8.541666667,0.205591478,84.333333,37.166667,21.91304348,0.244966394,83.75,27.833333,14.875,0.160271458,79.666667,44,15,0.137416106,79.916667,27.833333,15,0.137416106,79.916667,27.833333
2013-05-14,9.5,0.131761277,77.708333,40.125,9.208333333,0.196836096,77.333333,51,17.16666667,0.244966394,78.875,40.125,13.33333333,0.240583212,76.291667,55.083333,9.5,0.131761277,77.708333,40.125,9.5,0.131761277,77.708333,40.125
2013-05-15,9.291666667,0.170975686,80.208333,37.708333,8.291666667,0.285010872,80.458333,51.291667,16.08333333,0.244966394,81.125,37.708333,11.25,0.124683817,77.666667,50.708333,9.291666667,0.170975686,80.208333,37.708333,9.291666667,0.170975686,80.208333,37.708333
2013-05-16,5.347826087,0.120410408,81.708333,31.666667,7.375,0.186438766,81.708333,48.25,15.91666667,0.244966394,82.958333,31.666667,7.125,0.144781455,79.291667,46.708333,5.347826087,0.120410408,81.708333,31.666667,5.347826087,0.120410408,81.708333,31.666667
2013-05-17,8.5,0.080787283,85.75,28.375,6.791666667,0.141313802,84.916667,48.041667,14.625,0.108874548,86,28.375,9.25,0.109627617,83.333333,40.708333,8.5,0.080787283,85.75,28.375,8.5,0.080787283,85.75,28.375
2013-05-18,8.375,0.430857251,84.958333,31.875,8.5,0.191383099,84.916667,43.541667,17.04166667,0.244966394,84.958333,31.875,8.333333333,0.376426155,82.625,40.666667,8.375,0.430857251,84.958333,31.875,8.375,0.430857251,84.958333,31.875
2013-05-19,5.869565217,0.093471914,79.458333,26.458333,4.956521739,0.147072914,80.125,37.583333,11.75,0.244966394,81.583333,26.458333,6.291666667,0.20574771,76.541667,54.875,5.869565217,0.093471914,79.458333,26.458333,5.869565217,0.093471914,79.458333,26.458333
2013-05-20,7.916666667,0.149510624,78.791667,34.541667,6.291666667,0.23137689,78.458333,47.583333,13.625,0.244966394,79.708333,34.541667,10.75,0.283589504,75.875,56.478261,7.916666667,0.149510624,78.791667,34.541667,7.916666667,0.149510624,78.791667,34.541667
2013-05-21,7.958333333,0.105748984,80.875,30.458333,6.083333333,0.151930876,81.875,43.958333,15.66666667,0.244966394,82.125,30.458333,7.625,0.203123887,80.208333,44.541667,7.958333333,0.105748984,80.875,30.458333,7.958333333,0.105748984,80.875,30.458333
2013-05-22,7.083333333,0.084992273,81.666667,30.541667,6.25,0.191383099,82.25,44.541667,12.625,0.244966394,82.291667,30.541667,7.625,0.098344674,79.708333,46.166667,7.083333333,0.084992273,81.666667,30.541667,7.083333333,0.084992273,81.666667,30.541667
2013-05-23,5.583333333,0.092695216,77.625,31.208333,4.541666667,0.128893341,79.125,42.791667,12.33333333,0.244966394,79.25,31.208333,6.291666667,0.13111842,75.458333,60.208333,5.583333333,0.092695216,77.625,31.208333,5.583333333,0.092695216,77.625,31.208333
2013-05-24,5.541666667,0.116370464,71.791667,44.166667,4.583333333,0.191383099,72.541667,56.208333,12.08333333,0.244966394,74.041667,44.166667,5.416666667,0.195240276,68.181818,67.083333,5.541666667,0.116370464,71.791667,44.166667,5.541666667,0.116370464,71.791667,44.166667
2013-05-25,6.5,0.165339348,72.863636,47.5,4.666666667,0.191383099,74.458333,61.5,12.43478261,0.244966394,74.708333,47.5,6.75,0.251246939,72.708333,59,6.5,0.165339348,72.863636,47.5,6.5,0.165339348,72.863636,47.5
2013-05-26,8,0.128171945,79.458333,34.375,5.818181818,0.16688487,79.875,49.541667,13.04166667,0.244966394,80.041667,34.375,8.791666667,0.208938953,77.666667,51.791667,8,0.128171945,79.458333,34.375,8,0.128171945,79.458333,34.375
2013-05-27,7.25,0.165274813,82.291667,29.625,4.608695652,0.521341006,82.791667,44.458333,13,0.316569904,83.208333,29.625,9.583333333,0.321954766,80.291667,47.833333,7.25,0.165274813,82.291667,29.625,7.25,0.165274813,82.291667,29.625
2013-05-28,8.916666667,0.241866148,83.666667,31.333333,7.208333333,0.315652875,84.833333,44.916667,16.375,0.270927885,85.625,31.333333,12.625,0.463632109,82.375,50.333333,8.916666667,0.241866148,83.666667,31.333333,8.916666667,0.241866148,83.666667,31.333333
2013-05-29,10.29166667,0.285872322,83.708333,32.916667,7.25,0.363505576,85.5,44.208333,16.79166667,0.16598409,85.666667,32.916667,13.79166667,0.356332432,82.25,48.375,10.29166667,0.285872322,83.708333,32.916667,10.29166667,0.285872322,83.708333,32.916667
2013-05-30,9.041666667,0.153437281,79.041667,38.958333,10.83333333,0.191383099,81.75,50.25,16.875,0.244966394,80.583333,38.958333,11.25,0.208335426,76.666667,50.75,9.041666667,0.153437281,79.041667,38.958333,9.041666667,0.153437281,79.041667,38.958333
2013-05-31,7.666666667,0.541557984,80.041667,36.125,7.666666667,0.47481495,82.583333,48.541667,15.20833333,0.329554155,81.333333,36.125,8.666666667,0.208335426,77.291667,38.666667,7.666666667,0.541557984,80.041667,36.125,7.666666667,0.541557984,80.041667,36.125
2013-06-01,3.80952381,0.146800949,84.291667,28.875,5.541666667,0.175652366,84.583333,43.791667,11.08333333,0.244966394,83.5,28.875,6.166666667,0.306560574,82,43.208333,3.80952381,0.146800949,84.291667,28.875,3.80952381,0.146800949,84.291667,28.875
2013-06-02,5.416666667,0.153437281,85.041667,30.791667,5.75,0.191383099,86.125,47.291667,12.875,0.244966394,86.416667,30.791667,7.875,0.28999474,83.217391,45.625,5.416666667,0.153437281,85.041667,30.791667,5.416666667,0.153437281,85.041667,30.791667
2013-06-03,7.791666667,0.141521259,84.583333,30.75,5.583333333,0.191383099,85.958333,44.25,13.66666667,0.244966394,86,30.75,9.217391304,0.156033154,82.541667,51.708333,7.791666667,0.141521259,84.583333,30.75,7.791666667,0.141521259,84.583333,30.75
2013-06-04,7.458333333,0.231043127,82.25,31.875,6.333333333,0.191383099,83.833333,44.833333,13.54166667,0.363414515,83.833333,31.875,8,0.151394529,80.166667,57.416667,7.458333333,0.231043127,82.25,31.875,7.458333333,0.231043127,82.25,31.875
2013-06-05,6.708333333,0.225560973,79.916667,36.666667,6.708333333,0.205591478,81.166667,47.75,13.58333333,0.244966394,82.083333,36.666667,9,0.172751821,78.125,61.583333,6.708333333,0.225560973,79.916667,36.666667,6.708333333,0.225560973,79.916667,36.666667
2013-06-06,16.91666667,0.189203581,75.375,43.125,11.375,0.191383099,75.666667,54.458333,18.66666667,0.244966394,77.833333,43.125,21.33333333,0.353334603,71.833333,65.666667,16.91666667,0.189203581,75.375,43.125,16.91666667,0.189203581,75.375,43.125
2013-06-07,34.5,0.382074144,74.625,45.75,17.73913043,0.326743386,75.541667,61.25,33.70833333,0.296590415,76.125,45.75,28.625,0.443486852,72.375,62.083333,34.5,0.382074144,74.625,45.75,34.5,0.382074144,74.625,45.75
2013-06-08,29.70833333,0.129948166,77.708333,37.625,18.45833333,0.200089782,77.625,50.125,38.08695652,0.249420978,77.833333,37.625,23.25,0.227491976,75.333333,54.875,29.70833333,0.129948166,77.708333,37.625,29.70833333,0.129948166,77.708333,37.625
2013-06-09,6.083333333,0.153437281,74.666667,32.416667,6.578947368,0.191383099,76.416667,32.416667,13.45833333,0.244966394,75.458333,32.416667,5.739130435,0.208335426,72.5,50.125,6.083333333,0.153437281,74.666667,32.416667,6.083333333,0.153437281,74.666667,32.416667
2013-06-10,6.5,0.097748288,74.791667,35.958333,4.125,0.191383099,75.875,35.958333,12.29166667,0.244966394,75.5,35.958333,7.291666667,0.165597376,74.416667,50.75,6.5,0.097748288,74.791667,35.958333,6.5,0.097748288,74.791667,35.958333
2013-06-11,8.5,0.153437281,77.083333,35.25,5.916666667,0.191383099,77.416667,35.25,15.79166667,0.244966394,78,35.25,11.70833333,0.224209428,75.916667,55.666667,8.5,0.153437281,77.083333,35.25,8.5,0.153437281,77.083333,35.25
2013-06-12,11.08333333,0.107160481,76.791667,39.875,9.166666667,0.073922165,77.375,39.875,16.91666667,0.244966394,77.875,39.875,14.5,0.247188055,74.208333,61.333333,11.08333333,0.107160481,76.791667,39.875,11.08333333,0.107160481,76.791667,39.875
2013-06-13,12.20833333,0.120707263,75.708333,41.333333,8.25,0.160140583,76.333333,41.333333,18.79166667,0.244966394,76.875,41.333333,9.333333333,0.095644177,73.416667,60.625,12.20833333,0.120707263,75.708333,41.333333,12.20833333,0.120707263,75.708333,41.333333
2013-06-14,15.5,0.159459277,73.958333,42.791667,6.75,0.188879242,75.041667,42.791667,19.20833333,0.264393384,74.958333,42.791667,14.875,0.252389637,71.375,66.25,15.5,0.159459277,73.958333,42.791667,15.5,0.159459277,73.958333,42.791667
2013-06-15,9.166666667,0.153437281,70.291667,52.75,5.25,0.141036984,71.041667,52.75,13.875,0.244966394,71.625,52.75,5.708333333,0.262292847,68.458333,67.875,9.166666667,0.153437281,70.291667,52.75,9.166666667,0.153437281,70.291667,52.75
2013-06-16,5,0.153437281,71.5,50.416667,3.083333333,0.198505571,72.291667,50.416667,10.375,0.244966394,72.291667,50.416667,4.583333333,0.259656648,69.541667,64.916667,5,0.153437281,71.5,50.416667,5,0.153437281,71.5,50.416667
2013-06-17,6.708333333,0.143244865,72.458333,47.833333,4.416666667,0.079720916,72.958333,47.833333,12.125,0.119219722,73.333333,47.833333,6.869565217,0.445389028,70.5,66.791667,6.708333333,0.143244865,72.458333,47.833333,6.708333333,0.143244865,72.458333,47.833333
2013-06-18,12.95833333,0.164098318,73.833333,46.416667,10.58333333,0.214299854,74.375,46.416667,18.66666667,0.205591483,74.916667,46.416667,9.375,0.258016245,71.666667,65.708333,12.95833333,0.164098318,73.833333,46.416667,12.95833333,0.164098318,73.833333,46.416667
2013-06-19,8.708333333,0.114706716,75.791667,43.916667,5,0.136293488,76.291667,43.916667,13.91666667,0.244966394,76.791667,43.916667,9.75,0.197134676,73.75,62.916667,8.708333333,0.114706716,75.791667,43.916667,8.708333333,0.114706716,75.791667,43.916667
2013-06-20,6.875,0.077929439,78.416667,36,7.291666667,0.191383099,78.958333,36,13.29166667,0.244966394,78.875,36,9.083333333,0.21357059,76.458333,54,6.875,0.077929439,78.416667,36,6.875,0.077929439,78.416667,36
2013-06-21,6.708333333,0.089107073,79.791667,32.391304,7.565217391,0.191383099,80.666667,32.391304,13.73913043,0.244966394,80.652174,32.391304,9.458333333,0.275199894,78.416667,46.25,6.708333333,0.089107073,79.791667,32.391304,6.708333333,0.089107073,79.791667,32.391304
2013-06-22,9.043478261,0.153437281,80.583333,31.083333,8.458333333,0.143519793,81.791667,31.083333,16.16666667,0.244966394,81.958333,31.083333,10.13636364,0.284402111,78.666667,46.521739,9.043478261,0.153437281,80.583333,31.083333,9.043478261,0.153437281,80.583333,31.083333
2013-06-23,5.318181818,0.153437281,80.583333,35.333333,4.208333333,0.191383099,81.958333,35.333333,13.16666667,0.244966394,81.875,35.333333,6.083333333,0.090347598,79.291667,60.708333,5.318181818,0.153437281,80.583333,35.333333,5.318181818,0.153437281,80.583333,35.333333
2013-06-24,2.791666667,0.153437281,83.75,39.75,3.304347826,0.082550867,83.083333,39.75,10.25,0.244966394,83.041667,39.75,5.958333333,0.076119542,80.833333,56.875,2.791666667,0.153437281,83.75,39.75,2.791666667,0.153437281,83.75,39.75
2013-06-25,3.130434783,0.139927292,82.041667,32.416667,3.695652174,0.217625172,82.208333,32.416667,8.5,0.244966394,82.75,32.416667,6.541666667,0.332212198,79.625,52,3.130434783,0.139927292,82.041667,32.416667,3.130434783,0.139927292,82.041667,32.416667
2013-06-26,5.043478261,0.20973339,81.416667,39.958333,3.5,0.191383099,81.708333,39.958333,11.08333333,0.244966394,82.583333,39.958333,6.5,0.208335426,80.75,51.375,5.043478261,0.20973339,81.416667,39.958333,5.043478261,0.20973339,81.416667,39.958333
2013-06-27,13.58333333,0.230430668,85.875,44.166667,5.708333333,0.213263205,87.916667,44.166667,18.20833333,0.175777993,85.75,44.166667,19.20833333,0.277872133,87.235294,46.166667,13.58333333,0.230430668,85.875,44.166667,13.58333333,0.230430668,85.875,44.166667
2013-06-28,12.75,0.118423,83.833333,41.75,12.125,0.140482622,84.75,41.75,18.70833333,0.244966394,84.5,41.75,14.08333333,0.199040868,82.125,50.875,12.75,0.118423,83.833333,41.75,12.75,0.118423,83.833333,41.75
2013-06-29,5.666666667,0.090291373,80.166667,35.5,5.5,0.114403071,80.666667,35.5,15.58333333,0.083251641,80.708333,35.5,8.1,0.149982586,76.75,56.291667,5.666666667,0.090291373,80.166667,35.5,5.666666667,0.090291373,80.166667,35.5
2013-06-30,4.75,0.098073788,76.625,39.5,5.083333333,0.191383099,76.791667,39.5,12.04166667,0.244966394,78.125,39.5,9.041666667,0.2000107,73.375,62.333333,4.75,0.098073788,76.625,39.5,4.75,0.098073788,76.625,39.5
2013-07-01,6.375,0.153437281,74.625,41.166667,6.041666667,0.191383099,75.458333,41.166667,13.66666667,0.244966394,76,41.166667,8.791666667,0.147480432,73,59.75,6.375,0.153437281,74.625,41.166667,6.375,0.153437281,74.625,41.166667
2013-07-02,9.416666667,0.181927357,76.416667,39.375,5.625,0.191383099,78.458333,39.375,13.66666667,0.244966394,77.75,39.375,7,0.23048638,74.75,55.75,9.416666667,0.181927357,76.416667,39.375,9.416666667,0.181927357,76.416667,39.375
2013-07-03,2.095238095,0.153437281,76.708333,45.416667,2.458333333,0.082550869,76.916667,45.416667,8.541666667,0.244966394,77.375,45.416667,2.958333333,0.150857333,67.363636,65.333333,2.095238095,0.153437281,76.708333,45.416667,2.095238095,0.153437281,76.708333,45.416667
2013-07-04,3.19047619,0.153437281,75.458333,45,2.52173913,0.191383099,73.473684,45,10.45833333,0.244966394,76.791667,45,5.083333333,0.052889035,72,59.791667,3.19047619,0.153437281,75.458333,45,3.19047619,0.153437281,75.458333,45
2013-07-05,6.833333333,0.133184911,78.458333,36.666667,4.333333333,0.147887458,78.916667,36.666667,12.20833333,0.136995601,79.666667,36.666667,6.916666667,0.365476187,81,52.083333,6.833333333,0.133184911,78.458333,36.666667,6.833333333,0.133184911,78.458333,36.666667
2013-07-06,3.782608696,0.153437281,79.541667,37,4.333333333,0.191383099,79.5,37,11.5,0.244966394,80.541667,37,6.458333333,0.247157192,77.041667,59.583333,3.782608696,0.153437281,79.541667,37,3.782608696,0.153437281,79.541667,37
2013-07-07,5.708333333,0.153437281,79.083333,42.75,5.304347826,0.191383099,79,42.75,15.66666667,0.244966394,79.833333,42.75,5.708333333,0.155397009,76.666667,64.791667,5.708333333,0.153437281,79.083333,42.75,5.708333333,0.153437281,79.083333,42.75
2013-07-08,5.047619048,0.153437281,81.791667,39.916667,2.956521739,0.191383099,81.708333,39.916667,21.75,0.452080544,81.875,39.916667,5.652173913,0.172498585,80.333333,55.916667,5.047619048,0.153437281,81.791667,39.916667,5.047619048,0.153437281,81.791667,39.916667
2013-07-09,9.416666667,0.09969419,83.458333,35.875,3.739130435,0.180274555,84.916667,35.875,14.66666667,0.376067439,83.75,35.875,5.583333333,0.082901581,81.125,47,9.416666667,0.09969419,83.458333,35.875,9.416666667,0.09969419,83.458333,35.875
